,name,text
290,OBD,A dry Traditional style mead made with Orange Blossom honey.
291,PBBFT (Peanut Butter Banana French Toast),"Bananas, peanuts, maple syrup and cinnamon. Mead for breakfast? We're not judging..."
292,Black Widow (Red Label - Port Barrel),"A mead made with red currants, black currants, raspberries, blackberries, cherries and vanilla beans aged in an imported Portuguese Ruby Port barrel for… Read More"
293,Reboog Musa,"A melomel made with locally produced honey, bananas and peanuts."
294,Julius,"Bursting with pungent American hops, Julius - our flagship American IPA - is a bright, juicy beer filled with flavors and aromas of mango, peach, passionfruit,… Read More"
295,Green,"Our cross-continental IPA! Made with Australian and American hops, this tropical heavy IPA opens up in the glass with notes of hugely flavorful notes… Read More"
296,Haze,"Our Double IPA! We smell a ton of peach on the nose, with complimentary notes of orange and passionfruit. The flavor is similar with a blast of citrus… Read More"
297,Alter Ego,"Brewed in the spirit of experimentation and the celebration of our 3rd anniversary. What we did here is took a whole bunch of Mosaic and Amarillo hops,… Read More"
298,Doppelgänger,This beer is an imperial version of Alter Ego. It is intensely kettle and dry hopped to produce a pungent and flavorful Double IPA that is super pleasant… Read More
299,Sap,"Though originally brewed as a ""Christmas"" beer, this piney IPA, brewed almost exclusively Chinook hops, was so enjoyable we decided to put it into the… Read More"
300,Bright,Bright was created to be a clean and elegant showcase for one of our favorite hops - Mosaic! It is crafted with a simple malt bill and fermented with… Read More
301,Lights On,"A modern American Pale Ale brewed to celebrate new beginnings in life, and in creative endeavor! Lights On pours a gorgeous hazy orange in the glass,… Read More"
302,Very Green,"This Double IPA is created with a massive kettle charge of Australian and American hops. It opens in the glass with huge notes of ripe pineapple, pithy… Read More"
303,Hurricane,Here comes the story of Hurricane... Hurricane is a Double IPA featuring intense kettle and dry hop doses of primarily Simcoe & Citra hops! A pungent… Read More
304,In Perpetuity,"I brewed an American Pale Ale - Beneficiaries of Chance - in celebration of marrying the love of my life, Lauren (aka Tree House L-Dog). On the eve of… Read More"
305,Doubleganger,This beer was conceived with the intent to push the concept of Doppelganger to the limit of flavor and intensity. Both the kettle hopping rates and dry… Read More
306,Tornado,
307,That's What She Said,"A sneakily complex beer, ""TWSS"" exhibits flavors of milk chocolate, dark roasted coffee, caramel, and even a hint of smoke. It is absolutely loaded with… Read More"
308,Super Typhoon,"Super Typhoon is a rendition of Hurricane that features amplified additions of Simcoe and Citra in both the kettle and the dry hop. Additionally, process… Read More"
309,Single Shot,
310,SSSappp,Sssappp is a new rendition of Sap designed to push the original flavor profile to a heightened level of depth and intensity through the use of additional… Read More
311,Juice Machine,JUICE MACHINE (Double IPA - 8.2% ABV) -Juice Machine was originally devised and brewed to support our very first trip to Extreme Beer Festival in 2014.… Read More
312,Ma,"A special Imperial Amber Ale brewed in remembrance of Nate’s grandmother. Late last month, Barbara Lanier gave up her ghost and the impact of her time… Read More"
313,Old Man,Our interpretation of an Extra Special Bitter carries light bitterness and a gentle earthy noble hop character from Fuggles hops. The hops are balanced… Read More
314,Super Sap,Super Sap is an imperial interpretation of Sap brewed with the spirit of the holiday season in mind! It is intensely kettle and dry hopped resulting in… Read More
315,Very Hazy,"A kicked up version of Haze, our Double IPA, Very Hazy is a beer that makes us Very Happy! Very Hazy conveys all the beautiful flavors of Haze, but with… Read More"
316,AAAlterrr Ego!,"AAAlterrr Ego is a rendition of Alter Ego that utilizes additional kettle and dry hops to amplify and intensify the flavor profile of Alter Ego! Further,… Read More"
317,Present Moment,A new American Pale Ale brewed with buckets (literally) of Southern Hemisphere hops. Moment pours a gorgeous hazy yellow in the glass and gives off aromas… Read More
318,King Julius,"King Julius is an American Double IPA brewed to be an exceptionally flavorful, juicy, and hop saturated beer while never tiring the palate. Its vivid… Read More"
319,Heady Topper,"We love hops – that’s why our flagship Double IPA, Heady Topper, is packed full of them. Heady Topper was designed to showcase the complex flavors and… Read More"
320,Focal Banger,American IPA with Citra & Mosaic hops.
321,Crusher,An American Double IPA.
322,Beelzebub,"The intensely smooth and rich roasted flavor is complemented by the unmistakable pretence of hops. The bitterness is held in check, preserving the flavors… Read More"
323,Skadoosh,A monthly rotating series of American IPAs that allows The Alchemist to utilize different recipes on a smaller scale.
324,Luscious,
325,Pappy's Porter,"This dark mahogany ale has a great and delicious malt depth, yet is balanced with supple, energizing bitterness."
326,Holy Cow IPA,For hops lovers - this bitter ale is pale colored and made with a blend of 6 different malts and 5 different hops. This ale is dry-hopped for extra flavor… Read More
327,El Jefe,"Our holiday ale. This I.D.A., India Dark Ale, is crisp, bitter and overflowing with the aroma of spruce. Perfect for the holidays."
328,Broken Spoke,An American pale ale made entirely with Amarillo hops.
329,Hellbrook,This American double red ale is packed with enough hops to balance the full malty body.
330,Sterk Wit,"Gold Medal Winner – 2004 Great American Beer Festival. This double white ale is brewed with a Belgian yeast strain, plenty of coriander and curacao orange… Read More"
331,Petit Mutant,American Brett Ale with Cherries.
332,Farmer's Daughter,
333,Ouroboros,
334,Holy Moley,"American Double IPA with Mosaic, Columbus, and Centennial hops."
335,Rapture!,"Rapture was brewed with 35% more hops than The Crusher, and was dry-hopped exclusively with Mosaic."
336,Zomerbier,
337,Dubbel Twubbel,"Another old pub recipe, we're happy to bring you Dubbel Twubbel. Originally named so grown men at the bar had to ask for ""Dubbel Twubbel"", it is brewed… Read More"
338,Winter Warmer,"Showcasing our Belgian Bastogne yeast, we are happy to bring another great Winter offering to you all! Sitting atop a fairly complex malt bill, we used… Read More"
339,Alchemist Dark,
340,Luscious (Bourbon Barrel Aged),15th anniversary bourbon barrel aged version
341,Donovan's Red,"Named after Donovan's, a 19th century Irish restaurant in downtown Waterbury. This medium-bodied, red-colored ale has a nice hop flavor and aroma."
342,Alchemist Light,Hallertau Blanc pilsner for Oktoberfest
343,Harvest Ale,"This autumn selection is made with 100% Munich malt and 75 lbs. of fresh, green hops. A rich malty body is perfectly balanced by a substantial presence… Read More"
344,Skadoosh #25,Double IPA Brewed with Strada Hops.
345,Broken Spoke Double,Bitter and juicy.
346,Mortal Sin,This I.P.A. is so rich and delicious that you'll need to confess after drinking one! Generously dry-hopped for your olefactory pleasure.
347,Hefty Weizen,
348,Hopfenstark,
349,Luscious Alchemist Fifteenth Anniversary,Alchemist’s 15th anniversary barrel aged british style imperial stout
350,Piston Bitter,A full bodied special bitter brewed with British malt and American hops
351,Rosé de Gambrinus,
352,Gueuze 100% Lambic Bio,
353,Classic Gueuze,
354,Kriek 100% Lambic,
355,Fou' Foune,Blend of lambics aged 18 to 20 months and of Bergeron apricots.
356,Iris,
357,Kriek 100% Lambic Bio,
358,Cuvée Saint-Gilloise (Champions),A new brew concocted by Jean Van Roy to celebrate the 2003-2004 Division III title for the local Union St. Gilles football team and its upgrade to Division… Read More
359,Saint Lamvinus,
360,Vigneronne,"The name Vigneronne Cantillon was given in 1987. This name reminds us that, while it belongs to the beer patrimony, the spontaneous fermentation, the… Read More"
361,Grand Cru Bruocsella Lambic Bio,
362,Mamouche,Lambic with elderflowers.
363,Lou Pepe Kriek,
364,Lou Pepe Framboise,
365,Single Barrel 1-Year Lambic,
366,Lou Pepe Gueuze,
367,50 Degrees N - 4 Degrees E,"In March 2005, the brewery Cantillon had bought second hands barrels in the region of Cognac. For 15 years, the wood had been impregnated with cognac.… Read More"
368,Lambic d'Aunis,"In collaboration with Les Vins Contés. Brewed with the Pineau d'Aunis grape, but not dry hopped like the previous batches."
369,Iris Grand Cru,This Iris Grand Cru was made in the same philosophy as Lambic Grand Cru Bruocsella. We kept the beer for 3 years in barrels & did not dry hop or champagnization.… Read More
370,Bruocsella 1900 Grand Cru,
371,Lambic D’Haute Densité,"The result is surprising. The beer is amber, without carbonation, and comes in at 9.1% ABV and 8° Plato residual sugar. It's close to a Barley Wine or… Read More"
372,Magic Lambic,Lou Pepe Framboise with raspberries 80% and blueberries 20% along with madagascar vanilla.
373,Faro,
374,Cuvée Moeder Lambic (Framboise),
375,Blåbær Lambik (Blueberry Lambic),"Made in cooperation with Jeppe from Olbuttikken in Copenhagen. Jeppe provides the blueberries for the beer, and it is brewed at Cantillon and then shipped… Read More"
376,Carignan,2 years old lambic with Carignan grapes from Mas d'Agalis in South of France.
377,Cuvée Moeder Lambic (Kriek),
378,Single Barrel 18 Month Lambic,
379,Saint Lamvinus Grand Cru,
380,BLIPA,"Brussels Lambic IPA: a 20 month old Lambic, dry hopped with Sorachi, Simcoe, Cascade and Mosaic."
381,Lambic Vin Jaune / La Vie es Belge,"Cantillon Lambic Vin Jaune is a two year old lambic aged in vin jaune barrels. It was bottled in 75cl bottles, and the ABV is currently unconfirmed."
382,Rhubarb,A gueuze with rhubarb. Small batch brew.
383,Single Barrel 2 Year Lambic,
384,Single Barrel 2-Year Lambic - Armagnac Barrel Aged,Lambic aged in First-Use Armagnac Barrels.
385,Pineau d'Aunis,Fruit lambic brewed with the Pineau d’Aunis grape
386,50 Degrees N - 4 Degrees E Armagnac,On armagnac barrels
387,Kriek à l'Ecossaise,
388,Monk's Café Cuvee de Monk's Gueuze,
389,Chouke,
390,Frambozenlambik,"Draught lambic & raspberries from the wood, the base for the Lou Pepe Framboise."
391,Cuvée Moeder Lambic (Lambic),
392,Citoyen Du Monde,"2 year old Lambic on Passionfruit - ""Citizen of the World"""
393,Single Barrel 3 Year Lambic,
394,20 Ans D'Amitié,Cantillon 20 Ans d'Amitiés is a blend of Lou Pepe Framboise and Cantillon Nath bottled for Monk's Cafe in Philadelphia. It was bottled to commemorate… Read More
395,Heerengeuze,
396,Lambic Cinsault,Lambic with a new red grape variety
397,Single Barrel 15 Month Lambic,
398,Single Barrel 4-Year Lambic,
399,Aspérule Odorante,Cantillon Asperule Odorante is a two-year old lambic with sweet woodruff added. The woodruf was added ten days after being picked.
400,Cuvée Moeder 10 Ans - Cab Franc,
401,Riesling Zusslin,2 year lambic fermented in a single cask with Clos Liebenberg Riesling mout.
402,Single Barrel 3-Year Lambic - Meursault Barrel Aged,
403,Sophia Lambic,In collaboration with Cantina Giardino. A blend of Marc from Greco grapes fermented in amphorae and two years old Lambic.
404,Framboise Vanille 2018,
405,Zelige,
406,Lambic Sangiovese,
407,Single Barrel Lambic - Aged in Sixth-Use Lambic Barrels,
408,Gueuze 100% Lambic,
409,LH12,"Cantillon LH12 is an oude lambic that spent 5 years in cognac barrels prior to bottling. Unlike 50 Degrees North - 4 Degrees East, no additional priming… Read More"
410,Vigneronne 2018,
411,Grand Cru Bruocsella Brut,"A blend of two exquisite 3 year old lambics chosen for their outstanding character, bottled and bottle conditioned. Exclusively for BXLBeerFest 2018."
412,Kriekenlambik,The unblended lambic with cherries. Not the regular kriek.
413,Single Barrel 20 Month Lambic,
414,La Vie Est Solidaire,Blend of 3 barrels of Lambic maturing in fresh emptied Vin Jaune barrels from Stephane Tissot. Two barrels were filled with wort and one with a two years… Read More
415,Spuyten Duyvil,Cantillon Spuyten Duyvil is a lambic with New Jersey cranberries added. It was bottled exclusively for the Spuyten Duyvil pub in New York City.
416,Pure Apricot,Single barrel/unblended Apricot lambic.
417,VinSanto,A blend from two lambc-barrique 3YO added with Vin Santo Vinacce from Capezzana Contini Bonaccossi.
418,Single Barrel 16 Month Lambic,
419,Mourvèdre/Carignan,A blend of two grapes varieties. 75% Mourvèdre and 25% Carignan
420,Cuvée Florian,Cuvée Florian aged in oak casks - not the Zwanze 2014!
421,Nuit Bruxelloise,Lambic blend with Alicante Teinturier grapes from Zelige-Caravent
